ID,Annotation,Gene_name,Genome_ACC,ORF,Start,Stop,Strand
cg1792,putative transcriptional regulator-WhiA homolog,0,BX927147,cg1792,1685582.0,1686565.0,-
cg1793,"hypothetical protein, conserved",0,BX927147,cg1793,1686575.0,1687600.0,-
cg1794,"putative P-loop ATPase protein, conserved",0,BX927147,cg1794,1687617.0,1688546.0,-
cg1795,excinuclease ABC subunit C,uvrC,BX927147,cg1795,1688568.0,1690658.0,-
cg1796,"putative membrane protein-C, ammoniagenes RibX homolog, conserved",ribX,BX927147,cg1796,1690666.0,1691247.0,-
cg1797,riboflavin synthase subunit ? (EC:2.5.1.9),ribH,BX927147,cg1797,1691334.0,1691813.0,-
cg1798,"bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II protein (EC:3.5.4.25)",ribA,BX927147,cg1798,1691825.0,1693093.0,-
cg1799,riboflavin synthase subunit ? (EC:2.5.1.9),ribC,BX927147,cg1799,1693104.0,1693739.0,-
cg1800,putative bifunctional riboflavin-specific deaminase/reductase (EC:3.5.4.26;1.1.1.193),ribG,BX927147,cg1800,1693740.0,1694726.0,-
cg1801,ribulose-phosphate 3-epimerase (EC:5.1.3.1),rpe,BX927147,cg1801,1694727.0,1695386.0,-
cg1802,putative 16S rRNA m5C 967 methyltransferase (EC:2.1.1.-),fmu,BX927147,cg1802,1695432.0,1696967.0,-
cg1803,methionyl-tRNA formyltransferase (EC:2.1.2.9),fmt,BX927147,cg1803,1696964.0,1697911.0,-
cg1804,peptide deformylase 2 (EC:3.5.1.31),def2,BX927147,cg1804,1697931.0,1698440.0,-
cg1805,"primosome assembly protein PriA or N replication factor Y, helicase superfamily II-type",priA,BX927147,cg1805,1698549.0,1700615.0,-
cg1806,"S-adenosylmethionine synthetase, methionine adenosyltransferase EC:2.5.1.6",metK,BX927147,cg1806,1700642.0,1701865.0,-
cg1807,"phosphopantothenoylcysteine synthase/decarboxylase, involved CoA metabolism?",dfp,BX927147,cg1807,1701973.0,1703241.0,-
cg1808,,,BX927147,cg1808,,,-
cg1809,"putative DNA-directed RNA polymerase omega subunit, essential",0,BX927147,cg1809,1703497.0,1703784.0,-
cg1810,guanylate kinase (EC:2.7.4.8),gmk,BX927147,cg1810,1703876.0,1704448.0,-
cg1811,"putative integration host factor, conserved",ihf,BX927147,cg1811,1704456.0,1704776.0,-
cg1812,orotidine 5-phosphate decarboxylase (EC:4.1.1.23),pyrF,BX927147,cg1812,1704982.0,1705818.0,-
cg1813,carbamoyl-phosphate synthase large subunit (EC:6.3.5.5),carB,BX927147,cg1813,1705824.0,1709165.0,-
cg1814,carbamoyl-phosphate synthase small subunit (EC:6.3.5.5),carA,BX927147,cg1814,1709171.0,1710352.0,-
cg1815,dihydroorotase (EC:3.5.2.3),pyrC,BX927147,cg1815,1710482.0,1711825.0,-
cg1816,aspartate carbamoyltransferase catalytic subunit (EC:2.1.3.2),pyrB,BX927147,cg1816,1711878.0,1712816.0,-
cg1817,"mRNA binding regulator, repressor of PyrBC and pyrH, PyrR-family ",pyrR,BX927147,cg1817,1712817.0,1713395.0,-
cg1819,"putative nucleoside-diphosphate sugar epimerase SulA-family, conserved",0,BX927147,cg1819,1713704.0,1715230.0,+
cg1821,"hypothetical protein, conserved",0,BX927147,cg1821,1715298.0,1715777.0,+
cg1822,"hypothetical protein, conserved",0,BX927147,cg1822,1715767.0,1716231.0,+
cg1823,hypothetical protein,0,BX927147,cg1823,1716233.0,1716421.0,+
cg1824,transcription antitermination protein NusB,nusB,BX927147,cg1824,1716848.0,1717531.0,-
cg1825,elongation factor P,efp,BX927147,cg1825,1717598.0,1718161.0,-
cg1826,XAA-pro aminopeptidase EC:3.4.11.9,pepQ,BX927147,cg1826,1718246.0,1719337.0,-
cg1827,"3-dehydroquinate synthase EC:4.6.1.3, essential",aroB,BX927147,cg1827,1719404.0,1720501.0,-
cg1828,shikimate kinase  EC:2.7.1.71 essential,aroK,BX927147,cg1828,1720573.0,1721130.0,-
cg1829,chorismate synthase EC:4.6.1.4 essential,aroC,BX927147,cg1829,1721135.0,1722358.0,-
cg1830,"putative signal peptidase, membrane protein, cleaves prepilin-like proteins",0,BX927147,cg1830,1722437.0,1722850.0,-
cg1831,"putative transcriptional regulator, ArsR-family",0,BX927147,cg1831,1722889.0,1723194.0,-
cg1832,"putative ABC-type iron-siderophore transporter, substrate-binding lipoprotein",0,BX927147,cg1832,1723249.0,1724325.0,+
cg1833,"putative ABC-type iron-siderophore transporter, ATPase subunit",0,BX927147,cg1833,1724339.0,1725298.0,+
cg1834,"putative ABC-type iron-siderophore transporter, permease subunit",0,BX927147,cg1834,1725295.0,1726050.0,+
cg1835,shikimate 5-dehydrogenase EC:1.1.1.25,aroE3,BX927147,cg1835,1726078.0,1726908.0,-
cg1836,"putative secreted solute-binding protein, aminodeoxychorismate lyase-like, conserved",0,BX927147,cg1836,1726925.0,1728094.0,-
cg1837,putative holliday junction resolvase-like protein,0,BX927147,cg1837,1728091.0,1728639.0,-
cg1838,alanyl-tRNA synthetase (EC:6.1.1.7),alaS,BX927147,cg1838,1728851.0,1731517.0,-
cg1839,"putative ATPase related to the helicase subunit of the holliday junction resolvase, conserved",0,BX927147,cg1839,1731632.0,1733011.0,-
cg1840,"hypothetical protein, conserved",0,BX927147,cg1840,1733065.0,1734264.0,-
cg1841,aspartyl-tRNA synthetase (EC:6.1.1.12),aspS,BX927147,cg1841,1734454.0,1736280.0,-
cg1842,putative secreted metalloprotease,0,BX927147,cg1842,1736525.0,1737418.0,+
cg1843,"putative superfamily II DNA/RNA helicase, SNF2-family",0,BX927147,cg1843,1737470.0,1740130.0,-
cg1844,putative membrane protein,0,BX927147,cg1844,1740179.0,1742038.0,-
cg1845,"hypothetical protein, conserved",0,BX927147,cg1845,1742038.0,1742688.0,-
cg1846,"putative transcriptional regulator, TetR-family, regulates cg1844-cg1847, structure is known: pdb 2O7T",0,BX927147,cg1846,1742782.0,1743378.0,+
cg1847,"hypothetical protein, conserved",0,BX927147,cg1847,1743362.0,1744078.0,+
cg1848,"putative coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase",0,BX927147,cg1848,1744170.0,1745285.0,+
cg1849,"hypothetical protein, conserved",0,BX927147,cg1849,1745312.0,1745440.0,+
cg1850,putative flavoprotein (EC:1.5.1.29),0,BX927147,cg1850,1745494.0,1745991.0,+
cg1852,"serine deaminase, L-Serine dehydratase (EC:4.3.1.17)",sdaA,BX927147,cg1852,1746353.0,1747702.0,+
cg1853,glycerol-3-phosphate dehydrogenase (EC:1.1.99.5),glpD,BX927147,cg1853,1747699.0,1749387.0,-
cg1855,histidyl-tRNA synthetase  (EC:6.1.1.21),hisS,BX927147,cg1855,1749456.0,1750745.0,-
cg1856,putative Zn-dependent hydrolase,0,BX927147,cg1856,1750791.0,1751432.0,-
cg1857,"peptidyl-prolyl cis-trans isomerase, membrane-bound (EC:5.2.1.8)",ppiB,BX927147,cg1857,1751563.0,1752405.0,+
cg1859,putative secreted protein,0,BX927147,cg1859,1752966.0,1753523.0,+
cg1860,putative membrane protein,0,BX927147,cg1860,1753725.0,1754000.0,+
cg1861,"ppGpp synthetase, ppGpp pyrophosphorylase (EC:2.7.6.5)",rel,BX927147,cg1861,1754084.0,1756366.0,-
cg1862,adenine phosphoribosyltransferase (EC:2.4.2.7),apt,BX927147,cg1862,1756394.0,1756951.0,-
cg1864,"putative ABC-type dipeptide/oligopeptide/nickel transport systems, secreted component",0,BX927147,cg1864,1756955.0,1758556.0,-
cg1865,preprotein translocase subunit,secF,BX927147,cg1865,1759058.0,1760269.0,-
cg1867,preprotein translocase subunit,secD,BX927147,cg1867,1760272.0,1762185.0,-
cg1868,preprotein translocase subunit YajC homolog,secN,BX927147,cg1868,1762474.0,1762839.0,-
cg1869,holliday junction DNA helicase RuvB,ruvB,BX927147,cg1869,1762888.0,1763979.0,-
cg1870,holliday junction DNA helicase motor protein,ruvA,BX927147,cg1870,1763986.0,1764606.0,-
cg1871,holliday junction resolvase,ruvC,BX927147,cg1871,1764646.0,1765311.0,-
cg1872,"hypothetical protein, conserved",0,BX927147,cg1872,1765459.0,1766214.0,-
cg1873,putative acyl-CoA thioesterase II protein (EC:3.1.2.2),tesB2,BX927147,cg1873,1766484.0,1767332.0,-
cg1874,putative membrane protein,0,BX927147,cg1874,1767441.0,1767917.0,+
cg1875,putative membrane protein,0,BX927147,cg1875,1767956.0,1768420.0,-
cg1876,putative glycosyl transferase (EC:2.4.1.-),0,BX927147,cg1876,1768417.0,1769502.0,-
cg1877,putative lipid A biosynthesis lauroyl acyltransferase,0,BX927147,cg1877,1769503.0,1770468.0,-
cg1878,phosphatidylglycerophosphate synthase,pgsA1,BX927147,cg1878,1770491.0,1771150.0,-
cg1879,putative HIT-family hydrolase,0,BX927147,cg1879,1771150.0,1771788.0,-
cg1880,threonyl-tRNA synthetase (EC:6.1.1.3),thrS,BX927147,cg1880,1771796.0,1773898.0,-
cg1881,"putative iron-dependent peroxidase, secreted protein, conserved",0,BX927147,cg1881,1774127.0,1775335.0,-
cg1883,putative secreted protein,0,BX927147,cg1883,1775362.0,1775910.0,-
cg1884,putative copper resistance protein C,0,BX927147,cg1884,1775926.0,1776540.0,-
cg1890,actin-like protein CGP3 region,alpC,BX927147,cg1890,1779571.0,1780980.0,-
cg1891,putative phage DNA adapter protein CGP3 region,alpA,BX927147,cg1891,1781023.0,1781586.0,-
cg1892,"hypothetical protein, conserved CGP3 region",0,BX927147,cg1892,1781976.0,1782377.0,-
cg1893,putative N-acetyltransferase CGP3 region,act4,BX927147,cg1893,1782488.0,1783051.0,-
cg1894,hypothetical protein CGP3 region,0,BX927147,cg1894,1783396.0,1784265.0,+
cg1895,putative secreted protein CGP3 region,0,BX927147,cg1895,1784363.0,1786945.0,-
cg1896,putative secreted protein CGP3 region,0,BX927147,cg1896,1787201.0,1788316.0,-
cg1897,putative secreted protein CGP3 region,0,BX927147,cg1897,1788376.0,1790301.0,-
cg1898,hypothetical protein CGP3 region,0,BX927147,cg1898,1790552.0,1791037.0,+
cg1899,hypothetical protein CGP3 region,0,BX927147,cg1899,1791052.0,1791243.0,+
cg1900,hypothetical protein CGP3 region,0,BX927147,cg1900,1791305.0,1791532.0,+
cg1901,hypothetical protein CGP3 region,0,BX927147,cg1901,1791930.0,1792310.0,-
cg1902,putative secreted protein CGP3 region,0,BX927147,cg1902,1792303.0,1792428.0,-
cg1903,"putative ABC-type multidrug transport system, ATPase component CGP3 region",0,BX927147,cg1903,1793314.0,1793913.0,+
cg1904,putative membrane protein CGP3 region,0,BX927147,cg1904,1793900.0,1794901.0,+
cg1905,hypothetical protein CGP3 region,0,BX927147,cg1905,1795186.0,1796295.0,+
cg1906,hypothetical protein CGP3 region,0,BX927147,cg1906,1796296.0,1797096.0,+
cg1907,putative phosphopantothenoylcysteine synthetase/decarboxylase CGP3 region,0,BX927147,cg1907,1797096.0,1797656.0,+
cg1908,hypothetical protein CGP3 region,0,BX927147,cg1908,1797658.0,1798524.0,+
cg1909,hypothetical protein CGP3 region,0,BX927147,cg1909,1798822.0,1799244.0,+
cg1910,putative secreted or membrane protein CGP3 region,0,BX927147,cg1910,1799319.0,1799441.0,-
cg1911,putative secreted protein  CGP3 region,0,BX927147,cg1911,1799492.0,1800229.0,-
cg1912,hypothetical protein CGP3 region,0,BX927147,cg1912,1800654.0,1800881.0,+
cg1913,hypothetical protein CGP3 region,0,BX927147,cg1913,1800945.0,1801841.0,+
cg1914,hypothetical protein CGP3 region,0,BX927147,cg1914,1802102.0,1802233.0,+
cg1915,hypothetical protein CGP3 region,0,BX927147,cg1915,1802345.0,1802782.0,+
cg1916,hypothetical protein CGP3 region,0,BX927147,cg1916,1802966.0,1803571.0,+
cg1917,hypothetical protein CGP3 region,0,BX927147,cg1917,1803624.0,1804049.0,-
cg1918,putative secreted protein  CGP3 region,0,BX927147,cg1918,1804361.0,1804894.0,+
cg1919,putative membrane protein CGP3 region,0,BX927147,cg1919,1805033.0,1805368.0,+
cg1920,hypothetical protein CGP3 region,0,BX927147,cg1920,1805606.0,1806073.0,+
cg1921,hypothetical protein CGP3 region,0,BX927147,cg1921,1806101.0,1806340.0,+
cg1922,hypothetical protein CGP3 region,0,BX927147,cg1922,1806460.0,1807074.0,+
cg1923,hypothetical protein CGP3 region,0,BX927147,cg1923,1807247.0,1808161.0,+
cg1924,hypothetical protein CGP3 region,0,BX927147,cg1924,1808219.0,1808374.0,+
cg1925,hypothetical protein CGP3 region,0,BX927147,cg1925,1808662.0,1808871.0,+
cg1926,hypothetical protein CGP3 region,0,BX927147,cg1926,1808905.0,1809588.0,+
cg1927,putative molecular chaperone CGP3 region,0,BX927147,cg1927,1809609.0,1809896.0,+
cg1928,hypothetical protein CGP3 region,0,BX927147,cg1928,1809972.0,1810307.0,+
cg1929,"resolvase,-family recombinase  CGP3 region",res,BX927147,cg1929,1811233.0,1811847.0,+
cg1930,putative secreted hydrolase CGP3 region,0,BX927147,cg1930,1812025.0,1813020.0,+
cg1931,putative secreted protein  CGP3 region,0,BX927147,cg1931,1813036.0,1813413.0,+
cg1932,putative protein phosphatase  CGP3 region,ppp2,BX927147,cg1932,1813687.0,1814166.0,+
cg1934,hypothetical protein CGP3 region,0,BX927147,cg1934,1814353.0,1815081.0,+
cg1935,"gluconate-responsive repressor 2, repressor of genes involved in gluconate catabolism and the pentose phosphate pathway  CGP3 region, GntR-family",gntR2,BX927147,cg1935,1815252.0,1815992.0,+
cg1936,putative secreted protein CGP3 region,0,BX927147,cg1936,1816359.0,1817126.0,+
cg1937,putative secreted protein CGP3 region,0,BX927147,cg1937,1817145.0,1817603.0,+
cg1938,hypothetical protein CGP3 region,0,BX927147,cg1938,1817923.0,1818111.0,+
cg1940,putative secreted protein  CGP3 region,0,BX927147,cg1940,1818604.0,1819278.0,+
cg1941,putative secreted protein  CGP3 region,0,BX927147,cg1941,1819275.0,1819694.0,+
cg1942,putative secreted protein  CGP3 region,0,BX927147,cg1942,1819944.0,1820249.0,+
cg1943,hypothetical protein CGP3 region,0,BX927147,cg1943,1820270.0,1820641.0,+
cg1944,hypothetical protein CGP3 region,0,BX927147,cg1944,1821217.0,1821426.0,-
cg1945,"hypothetical protein, conserved CGP3 region",0,BX927147,cg1945,1821650.0,1823854.0,-
cg1946,hypothetical protein CGP3 region,0,BX927147,cg1946,1824100.0,1825797.0,+
cg1947,hypothetical protein CGP3 region,0,BX927147,cg1947,1825843.0,1826064.0,+
cg1948,hypothetical protein CGP3 region,0,BX927147,cg1948,1826256.0,1826402.0,+
cg1949,hypothetical protein CGP3 region,0,BX927147,cg1949,1826647.0,1827078.0,-
cg1950,transposase  fragment CGP3 region,tnp14b,BX927147,cg1950,1827220.0,1828116.0,-
cg1951,transposase fragment CGP3 region,tnp14a,BX927147,cg1951,1828113.0,1828409.0,-
cg1954,hypothetical protein CGP3 region,0,BX927147,cg1954,1831157.0,1831372.0,-
cg1955,putative secreted protein  CGP3 region,0,BX927147,cg1955,1832237.0,1833538.0,+
cg1956,single-stranded-DNA-specific exonuclease CGP3 region,recJ,BX927147,cg1956,1833657.0,1835519.0,+
cg1957,hypothetical protein CGP3 region,0,BX927147,cg1957,1835618.0,1836400.0,-
cg1959,prophage DNA primase  CGP3 region,priP,BX927147,cg1959,1838024.0,1839799.0,+
cg1960,hypothetical protein CGP3 region,0,BX927147,cg1960,1839821.0,1843612.0,+
cg1961,hypothetical protein CGP3 region,0,BX927147,cg1961,1843707.0,1844156.0,+
cg1962,putative membrane protein CGP3 region,0,BX927147,cg1962,1844276.0,1844812.0,+
cg1963,putative superfamily II DNA/RNA helicase  CGP3 region,0,BX927147,cg1963,1844990.0,1846831.0,+
cg1964,hypothetical protein CGP3 region,0,BX927147,cg1964,1846955.0,1847332.0,+
cg1965,"putative protein, similarity to gp57-phage N15  CGP3 region",0,BX927147,cg1965,1847344.0,1847682.0,+
cg1966,Prophage silencing protein,cgpS,BX927147,cg1966,1847802.0,1848158.0,-
cg1967,hypothetical protein CGP3 region,0,BX927147,cg1967,1848787.0,1849407.0,+
cg1968,hypothetical protein CGP3 region,0,BX927147,cg1968,1849410.0,1849949.0,+
cg1969,hypothetical protein CGP3 region,0,BX927147,cg1969,1849981.0,1850511.0,+
cg1970,hypothetical protein CGP3 region,0,BX927147,cg1970,1850511.0,1851260.0,+
cg1971,hypothetical protein CGP3 region,0,BX927147,cg1971,1851253.0,1851441.0,+
cg1972,"putative translation elongation factor, GTPase CGP3 region",0,BX927147,cg1972,1851546.0,1851881.0,+
cg1974,"putative protein, contains peptidoglycan-binding LysM domain CGP3 region",0,BX927147,cg1974,1851943.0,1852521.0,-
cg1975,"hypothetical protein, conserved CGP3 region",0,BX927147,cg1975,1852692.0,1853915.0,+
cg1976,hypothetical protein CGP3 region,0,BX927147,cg1976,1854068.0,1855348.0,+
cg1977,putative secreted protein CGP3 region,0,BX927147,cg1977,1855754.0,1856329.0,+
cg1978,hypothetical protein CGP3 region,0,BX927147,cg1978,1856530.0,1856712.0,+
cg1980,puative MoxR-like ATPase  CGP3 region,0,BX927147,cg1980,1857004.0,1858263.0,+
cg1981,hypothetical protein CGP3 region,0,BX927147,cg1981,1858387.0,1860213.0,+
cg1982,"putative ATPase with chaperone activity, ATP-binding subunit CGP3 region",0,BX927147,cg1982,1860235.0,1862202.0,+
cg1983,hypothetical protein CGP3 region,0,BX927147,cg1983,1862224.0,1862700.0,+
cg1984,hypothetical protein CGP3 region,0,BX927147,cg1984,1862792.0,1862950.0,+
cg1985,putative superfamily I DNA or RNA helicase CGP3 region,0,BX927147,cg1985,1863007.0,1866774.0,+
cg1986,hypothetical protein CGP3 region,0,BX927147,cg1986,1866863.0,1867297.0,+
cg1987,hypothetical protein CGP3 region,0,BX927147,cg1987,1867314.0,1867694.0,+
cg1988,hypothetical protein CGP3 region,0,BX927147,cg1988,1867800.0,1868267.0,+
cg1989,hypothetical protein CGP3 region,0,BX927147,cg1989,1868304.0,1868570.0,+
cg1990,putative NUDIIX hydrolase  CGP3 region,0,BX927147,cg1990,1868570.0,1869349.0,+
cg1991,"putative protein, similar to gp52-bacterophage PHIC31",0,BX927147,cg1991,1869358.0,1870062.0,+
cg1992,hypothetical protein CGP3 region,0,BX927147,cg1992,1870140.0,1870367.0,-
cg1993,hypothetical protein CGP3 region,0,BX927147,cg1993,1870396.0,1872564.0,-
cg1994,hypothetical protein CGP3 region,0,BX927147,cg1994,1872570.0,1872845.0,-
cg1995,hypothetical protein CGP3 region,0,BX927147,cg1995,1872849.0,1879358.0,-
cg1996,"modification methylase, DNA cytosine-5--methyltransferase EC:2.1.1.37  CGP3 region",cglIM,BX927147,cg1996,1879784.0,1880875.0,+
cg1997,type II restriction endonuclease  CGP3 region,cglIR,BX927147,cg1997,1880884.0,1881960.0,+
cg1998,restriction endonuclease CGP3 region,cglIIR,BX927147,cg1998,1881962.0,1883860.0,+
cg1999,hypothetical protein CGP3 region,0,BX927147,cg1999,1883939.0,1885462.0,-
cg2000,putative membrane protein CGP3 region,0,BX927147,cg2000,1885689.0,1886360.0,-
cg2001,"hypothetical protein, conserved CGP3 region",0,BX927147,cg2001,1886702.0,1888522.0,+
cg2002,hypothetical protein CGP3 region,0,BX927147,cg2002,1888877.0,1889065.0,+
cg2003,"hypothetical protein, conserved CGP3 region",0,BX927147,cg2003,1889157.0,1889510.0,-
cg2004,"puative protein, similar to 232 protein-lactobacillus bacteriophage g1e, conserved  CGP3 region",0,BX927147,cg2004,1889700.0,1890917.0,-
cg2005,"putative protein-plasmid encoded, conserved  CGP3 region",0,BX927147,cg2005,1891497.0,1893179.0,-
cg2006,hypothetical protein CGP3 region,0,BX927147,cg2006,1893301.0,1894509.0,-
cg2007,putative membrane protein CGP3 region,0,BX927147,cg2007,1894857.0,1896104.0,-
cg2008,putative membrane protein CGP3 region,0,BX927147,cg2008,1896208.0,1898703.0,-
cg2009,putative CLP-family ATP-binding protease  CGP3 region,0,BX927147,cg2009,1898843.0,1900630.0,-
cg2010,putative permease of the major facilitator superfamily  CGP3 region,0,BX927147,cg2010,1900702.0,1901280.0,-
cg2011,putative membrane protein CGP3 region,0,BX927147,cg2011,1901273.0,1902388.0,-
cg2012,putative secreted protein CGP3 region,0,BX927147,cg2012,1902535.0,1903383.0,-
cg2014,hypothetical protein CGP3 region,0,BX927147,cg2014,1903474.0,1904355.0,-
cg2015,hypothetical protein CGP3 region,0,BX927147,cg2015,1904582.0,1907350.0,-
cg2016,hypothetical protein CGP3 region,0,BX927147,cg2016,1907442.0,1908044.0,-
cg2017,hypothetical protein CGP3 region,0,BX927147,cg2017,1908133.0,1909386.0,-
cg2018,putative membrane protein CGP3 region,0,BX927147,cg2018,1909434.0,1910132.0,-
cg2019,putative membrane protein CGP3 region,0,BX927147,cg2019,1910254.0,1910970.0,-
cg2020,putative membrane protein CGP3 region,0,BX927147,cg2020,1910970.0,1911980.0,-
cg2021,"putative protein, similar to p18, bacteriophage CP-1 streptococcus pneumoniae  CGP3 region",0,BX927147,cg2021,1912111.0,1913772.0,-
cg2022,putative secreted protein  CGP3 region,0,BX927147,cg2022,1913802.0,1915265.0,-
cg2023,putative membrane protein CGP3 region,0,BX927147,cg2023,1915442.0,1915801.0,-
cg2024,putative nuclease subunit of the excinuclease complex  CGP3 region,0,BX927147,cg2024,1916194.0,1917705.0,-
cg2025,hypothetical protein CGP3 region,0,BX927147,cg2025,1917900.0,1918208.0,+
cg2026,hypothetical protein CGP3 region,0,BX927147,cg2026,1918416.0,1918640.0,+
cg2027,hypothetical protein CGP3 region,0,BX927147,cg2027,1918798.0,1918986.0,-
cg2028,hypothetical protein CGP3 region,0,BX927147,cg2028,1919033.0,1919680.0,-
cg2029,hypothetical protein CGP3 region,0,BX927147,cg2029,1920172.0,1920933.0,-
cg2030,hypothetical protein CGP3 region,0,BX927147,cg2030,1921115.0,1921666.0,-
cg2031,"hypothetical protein, conserved CGP3 region",0,BX927147,cg2031,1921816.0,1922748.0,-
cg2032,putative membrane protein CGP3 region,0,BX927147,cg2032,1923016.0,1927482.0,-
cg2033,putative secreted protein  CGP3 region,0,BX927147,cg2033,1927728.0,1928309.0,-
cg2034,hypothetical protein CGP3 region,0,BX927147,cg2034,1928714.0,1929649.0,-
cg2035,putative methyltransferase  CGP3 region,0,BX927147,cg2035,1929683.0,1929856.0,+
cg2036,putative secreted protein CGP3 region,0,BX927147,cg2036,1930006.0,1930383.0,+
cg2037,"hypothetical protein, conserved CGP3 region",0,BX927147,cg2037,1930528.0,1932351.0,-
cg2038,hypothetical protein CGP3 region,0,BX927147,cg2038,1932459.0,1932662.0,-
cg2039,hypothetical protein CGP3 region,0,BX927147,cg2039,1932890.0,1933351.0,-
cg2040,"putative transcriptional regulator, HTH_3-family CGP3 region",0,BX927147,cg2040,1933404.0,1933763.0,-
cg2041,hypothetical protein CGP3 region,0,BX927147,cg2041,1933842.0,1934351.0,-
cg2042,putative secreted protein CGP3 region,0,BX927147,cg2042,1934991.0,1935830.0,-
cg2043,"hypothetical protein, conserved CGP3 region",0,BX927147,cg2043,1936440.0,1937384.0,-
cg2044,putative secreted protein CGP3 region,0,BX927147,cg2044,1937764.0,1938324.0,+
cg2045,hypothetical protein CGP3 region,0,BX927147,cg2045,1938346.0,1938450.0,+
cg2046,hypothetical protein CGP3 region,0,BX927147,cg2046,1938674.0,1938886.0,+
cg2047,putative secreted protein CGP3 region,0,BX927147,cg2047,1938955.0,1939491.0,-
cg2048,hypothetical protein CGP3 region,0,BX927147,cg2048,1940000.0,1940536.0,-
cg2049,hypothetical protein CGP3 region,0,BX927147,cg2049,1940666.0,1941610.0,+
cg2050,hypothetical protein CGP3 region,0,BX927147,cg2050,1941729.0,1942319.0,+
cg2051,hypothetical protein CGP3 region,0,BX927147,cg2051,1942579.0,1943025.0,+
cg2052,putative secreted protein CGP3 region,0,BX927147,cg2052,1943201.0,1943902.0,-
cg2053,putative membrane protein CGP3 region,0,BX927147,cg2053,1944045.0,1944287.0,+
cg2054,putative membrane protein CGP3 region,0,BX927147,cg2054,1944567.0,1944785.0,+
cg2055,putative membrane protein CGP3 region,0,BX927147,cg2055,1944817.0,1945128.0,+
cg2056,putative membrane protein CGP3 region,0,BX927147,cg2056,1945263.0,1946039.0,+
cg2057,putative secreted protein CGP3 region,0,BX927147,cg2057,1946077.0,1946907.0,-
cg2058,hypothetical protein CGP3 region,0,BX927147,cg2058,1947064.0,1947339.0,-
cg2059,putative secreted protein CGP3 region,0,BX927147,cg2059,1947421.0,1947804.0,-
cg2060,hypothetical protein CGP3 region,0,BX927147,cg2060,1948078.0,1948509.0,-
cg2061,putative secreted protein CGP3 region,psp3,BX927147,cg2061,1948539.0,1950122.0,-
cg2062,"putative protein, similar to plasmid-encoded protein PXO2.09 CGP3 region",0,BX927147,cg2062,1950490.0,1952922.0,-
cg2063,putative membrane protein CGP3 region,0,BX927147,cg2063,1953088.0,1953957.0,-
cg2064,putative DNA topoisomerase I omega-protein EC:5.99.1.2 CGP3 region,0,BX927147,cg2064,1954015.0,1956294.0,-
cg2065,putative superfamily II DNA or RNA helicase CGP3 region,0,BX927147,cg2065,1957672.0,1959750.0,-
cg2066,putative low-complexity protein,0,BX927147,cg2066,1959919.0,1960812.0,-
cg2067,hypothetical protein CGP3 region,0,BX927147,cg2067,1961234.0,1961668.0,-
cg2068,hypothetical protein CGP3 region,0,BX927147,cg2068,1961840.0,1962586.0,-
cg2069,putative secreted protein CGP3 region,psp1,BX927147,cg2069,1962583.0,1964478.0,-
cg2070,"putative phage integrase C-terminal fragment, CGP3 region",int2,BX927147,cg2070,1964606.0,1964752.0,-
cg2071,"putative phage integrase N-terminal fragment, CGP3 region",int2,BX927147,cg2071,1964653.0,1965342.0,-
cg2072,"putative di-and tricarboxylate transporter, DASS-family",0,BX927147,cg2072,1965828.0,1966136.0,-
cg2073,"putative glycerate kinase, conserved",0,BX927147,cg2073,1966229.0,1966588.0,+
cg2074,hypothetical protein,0,BX927147,cg2074,1966816.0,1967163.0,+
cg2075,hypothetical protein,0,BX927147,cg2075,1967216.0,1967554.0,+
cg2076,"putative protein, maybe involved in atrazine degradation, putative riboflavin specific deaminase (EC:3.5.4.26)",ribD,BX927147,cg2076,1967593.0,1968291.0,+
cg2077,arabinofuranosyltransferase,aftC,BX927147,cg2077,1968337.0,1969593.0,+
cg2078,peptide methionine sulfoxide reductase-related protein,msrB,BX927147,cg2078,1969590.0,1970000.0,+
cg2079,"putative chlorite dismutase-family protein, conserved",0,BX927147,cg2079,1970566.0,1971264.0,-
cg2080,"hypothetical protein, conserved",0,BX927147,cg2080,1971546.0,1972163.0,+
cg2081,putative ribonuclease D protein (EC:3.1.26.3),rnd,BX927147,cg2081,1972174.0,1973385.0,+
cg2083,1-deoxy-D-xylulose-5-phosphate synthase (EC:2.2.1.7),dxs,BX927147,cg2083,1973447.0,1975357.0,-
cg2084,putative RNA methyltransferase EC:2.1.1.-,0,BX927147,cg2084,1975507.0,1976745.0,-
cg2085,"hypothetical protein, conserved",0,BX927147,cg2085,1976822.0,1977685.0,-
cg2086,deoxyuridine 5-triphosphate nucleotidohydrolase (EC:3.6.1.23),dut,BX927147,cg2086,1977783.0,1978232.0,-
cg2087,putative membrane protein,0,BX927147,cg2087,1978298.0,1978849.0,+
cg2088,hypothetical protein,0,BX927147,cg2088,1978921.0,1979130.0,-
cg2089,"hypothetical protein, conserved",0,BX927147,cg2089,1979325.0,1979618.0,-
cg2090,myo-inositol-1or 4-monophosphatase (EC:3.1.3.25),suhB,BX927147,cg2090,1979769.0,1980611.0,-
cg2091,polyphosphate glucokinase (EC:2.7.1.63),ppgK,BX927147,cg2091,1980681.0,1981433.0,+
